Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Land Use (ha)
Armenia,1992,3574558,1484,0.000415156,0.41515622,2.3223999,639
Armenia,1993,3457344,1600,0.000462783,0.462783,2.3669,676
Armenia,1994,3373715,500,0.000148205,0.14820458,2.5,200
Armenia,1995,3322788,200,6.01904E-05,0.060190418,2,100
Armenia,1996,3298903,23,6.97201E-06,0.006972015,1.2105,19
Armenia,1997,3271422,40,1.22271E-05,0.012227099,1.1765,34
Armenia,1998,3240550,200,6.17179E-05,0.06171792,2,100
Armenia,1999,3206033,1855,0.000578597,0.57859666,2.2621999,820
Armenia,2000,3168525,4577,0.001444521,1.4445207,1.8104999,2528
Armenia,2001,3133138,2541,0.000811008,0.811008,2.3355,1088
Armenia,2002,3105040,2714,0.000874063,0.8740628,3.0493999,890
Armenia,2003,3084107,1204,0.000390389,0.39038854,2.289,526
Armenia,2004,3065748,1052,0.000343146,0.34314627,2.1917,480
Armenia,2005,3047254,481,0.000157847,0.15784703,2.2905,210
Armenia,2006,3026490,171,5.65011E-05,0.056501096,2.1375,80
Armenia,2007,3004398,268,8.92026E-05,0.089202564,2.2712,118
Armenia,2008,2983425,538,0.00018033,0.18032966,3.1647,170
Armenia,2009,2964300,1055,0.000355902,0.3559019,3.5521998,297
Armenia,2010,2946296,1376,0.000467027,0.46702707,3.2998,417
Armenia,2011,2928984,2386,0.000814617,0.814617,3.886,614
Armenia,2012,2914428,1817,0.00062345,0.62345,2.7240999,667
Armenia,2013,2901386,1678,0.000578344,0.5783443,3.062,548
Armenia,2014,2889937,1253,0.000433573,0.43357347,2.4569,510
Armenia,2015,2878598,1516,0.000526645,0.5266453,2.6048,582
Armenia,2016,2865841,1132,0.000394997,0.39499748,2.4397,464
Armenia,2017,2851929,1087,0.000381146,0.38114554,2.363,460
Armenia,2018,2836563,914,0.000322221,0.32222093,2.3257,393
Armenia,2019,2820604,947,0.000335744,0.33574368,2.4856,381
Armenia,2020,2805610,716,0.000255203,0.25520296,2.53,283
Asia,1961,1725304300,1379185,0.000825763,0.82576316,0.8911352,1547672
Asia,1962,1760633000,1487494,0.000873054,0.8730537,0.92410046,1609667
Asia,1963,1806724500,1601890,0.00091636,0.91636006,0.8756828,1829304
Asia,1964,1854882600,1827861,0.001018608,1.0186075,0.9945335,1837908
Asia,1965,1901594800,1813669,0.000986021,0.9860212,1.015632,1785754
Asia,1966,1948036900,2064285,0.001095226,1.0952259,1.0809201,1909748
Asia,1967,1994226700,2251781,0.001167213,1.1672125,1.138367,1978080
Asia,1968,2042761300,2259900,0.001143722,1.1437215,1.1923699,1895301
Asia,1969,2093665800,2145383,0.001059442,1.0594421,1.0698586,2005296
Asia,1970,2144906500,2089386,0.001007182,1.0071824,1.0813928,1932125
Asia,1971,2195423700,2087608,0.000983209,0.9832088,1.0923674,1911086
Asia,1972,2245577200,2301754,0.001059935,1.0599353,1.1319553,2033432
Asia,1973,2296594000,2263824,0.001019414,1.0194137,1.1329821,1998111
Asia,1974,2346946800,2418625,0.001065899,1.0658987,1.2466831,1940048
Asia,1975,2395376000,2330828,0.00100688,1.0068802,1.1425482,2040026
Asia,1976,2442681600,2495669,0.001057143,1.0571425,1.1232811,2221767
Asia,1977,2489872400,2584484,0.001074513,1.0745134,1.1160274,2315789
Asia,1978,2536783600,2921468,0.00119241,1.1924098,1.184653,2466096
Asia,1979,2584916700,2482233,0.000994368,0.994368,1.1994541,2069469
Asia,1980,2635334400,2392310,0.000939713,0.93971303,1.2569975,1903194
Asia,1981,2687793200,3007068,0.001157578,1.1575777,1.3775526,2182906
Asia,1982,2742593500,3829528,0.001444189,1.4441888,1.4841464,2580290
Asia,1983,2797881300,3111096,0.001150084,1.1500838,1.3601556,2287309
Asia,1984,2853170200,3400696,0.001233017,1.2330173,1.4871826,2286670
Asia,1985,2909856500,4043968,0.001437937,1.437937,1.4327762,2822470
Asia,1986,2968294700,3200810,0.001115793,1.1157934,1.2961211,2469530
Asia,1987,3028624600,3446833,0.001177701,1.1777012,1.385422,2487930
Asia,1988,3089224400,4106965,0.001375919,1.3759186,1.46309,2807049
Asia,1989,3149703000,4336028,0.001425011,1.4250109,1.3914481,3116198
Asia,1990,3210563800,4304609,0.00138728,1.3872796,1.4189135,3033736
Asia,1991,3269054200,4679565,0.001480997,1.4809965,1.4555086,3215072
Asia,1992,3324377600,5437512,0.001657298,1.6572984,1.5031648,3617376
Asia,1993,3378235600,5409293,0.00162383,1.6238298,1.514957,3570592
Asia,1994,3431171000,3876572,0.001145423,1.1454228,1.3965824,2775756
Asia,1995,3483316700,3939975,0.001147049,1.1470494,1.4359053,2743896
Asia,1996,3534544100,4838284,0.00138845,1.3884499,1.5249083,3172836
Asia,1997,3585198300,6050533,0.001712167,1.7121666,1.601674,3777631
Asia,1998,3635443000,4178001,0.001166197,1.1661974,1.5091748,2768401
Asia,1999,3685232600,4352999,0.001198906,1.1989059,1.5543611,2800507
Asia,2000,3735089700,4264113,0.001158853,1.158853,1.5546099,2742883
Asia,2001,3785215000,3763620,0.001009337,1.0093367,1.5122641,2488732
Asia,2002,3834687500,4030524,0.001067346,1.0673457,1.5900011,2534919
Asia,2003,3883310800,3712356,0.0009712,0.9711998,1.5313212,2424283
Asia,2004,3931402500,3908889,0.00101034,1.0103402,1.6310334,2396572
Asia,2005,3979344600,4191575,0.001070671,1.0706706,1.6877129,2483583
Asia,2006,4027291600,4179335,0.001055284,1.0552835,1.7426232,2398301
Asia,2007,4074998000,3741967,0.000934074,0.93407434,1.6816431,2225185
Asia,2008,4122806500,4210434,0.001039166,1.0391662,1.7817719,2363060
Asia,2009,4171339800,4621909,0.001127907,1.1279067,1.8895909,2445984
Asia,2010,4220041500,4622513,0.001115382,1.1153822,1.8798146,2459026
Asia,2011,4268479000,4964192,0.001184619,1.1846188,1.887443,2630115
Asia,2012,4317165600,5270834,0.001244057,1.2440569,1.8868086,2793518
Asia,2013,4365287000,5199208,0.001214028,1.2140279,1.8399534,2825728
Asia,2014,4412496400,4733965,0.001093929,1.0939286,1.8583509,2547401
Asia,2015,4458250000,4385982,0.001003423,1.0034232,1.9252993,2278078
Asia,2016,4502955500,4211805,0.000954267,0.9542673,1.9452761,2165145
Asia,2017,4547095000,4053972,0.000909855,0.9098553,1.8996496,2134063
Asia,2018,4588802600,3949994,0.000878744,0.87874423,1.9275757,2049203
Asia,2019,4627738600,4335627,0.000956715,0.95671526,1.9589573,2213232
Asia,2020,4663086600,3865185,0.000846553,0.8465532,1.9429953,1989292
Asia (FAO),1961,1685656000,1380083,,,0.89049995,1549755
Asia (FAO),1962,1719158000,1488513,,,0.9234,1612075
Asia (FAO),1963,1754305000,1602842,,,0.8752,1831351
Asia (FAO),1964,1791942000,1828836,,,0.9934,1840985
Asia (FAO),1965,1832624000,1816158,,,1.0138,1791373
Asia (FAO),1966,1876569000,2065149,,,1.0800999,1912022
Asia (FAO),1967,1923443000,2253203,,,1.1373,1981264
Asia (FAO),1968,1971777000,2260814,,,1.1913999,1897589
Asia (FAO),1969,2022008000,2146503,,,1.0692999,2007343
Asia (FAO),1970,2072512000,2090107,,,1.0809,1933597
Asia (FAO),1971,2123121000,2088726,,,1.092,1912825
Asia (FAO),1972,2173887000,2302729,,,1.1315,2035131
Asia (FAO),1973,2224469000,2263891,,,1.1328,1998512
Asia (FAO),1974,2274516000,2418625,,,1.2466999,1940048
Asia (FAO),1975,2323819000,2330838,,,1.1424999,2040047
Asia (FAO),1976,2372163000,2495787,,,1.1231999,2221952
Asia (FAO),1977,2419688000,2584594,,,1.1159999,2316000
Asia (FAO),1978,2466967000,2921688,,,1.1846,2466386
Asia (FAO),1979,2514810000,2482462,,,1.1994,2069781
Asia (FAO),1980,2563843000,2392577,,,1.2569,1903535
Asia (FAO),1981,2614095000,3007419,,,1.3774999,2183238
Asia (FAO),1982,2665454000,3829701,,,1.4841,2580417
Asia (FAO),1983,2718196000,3111300,,,1.3601999,2287428
Asia (FAO),1984,2772643000,3400988,,,1.4872,2286814
Asia (FAO),1985,2828924000,4044284,,,1.4327999,2822671
Asia (FAO),1986,2887194000,3201086,,,1.2961999,2469677
Asia (FAO),1987,2947139000,3447235,,,1.3855,2488101
Asia (FAO),1988,3007756000,4107175,,,1.4631,2807146
Asia (FAO),1989,3067693000,4336355,,,1.3915,3116323
Asia (FAO),1990,3127757000,4304952,,,1.4189999,3033837
Asia (FAO),1991,3184055000,4679788,,,1.4555,3215135
Asia (FAO),1992,3306200000,5437827,,,1.5031999,3617446
Asia (FAO),1993,3359307000,5409601,,,1.515,3570656
Asia (FAO),1994,3410736000,3876875,,,1.3966999,2775831
Asia (FAO),1995,3460723000,3940306,,,1.436,2743969
Asia (FAO),1996,3509214000,4838620,,,1.525,3172916
Asia (FAO),1997,3556176000,6050855,,,1.6017,3777701
Asia (FAO),1998,3601989000,4178306,,,1.5093,2768464
Asia (FAO),1999,3647155000,4353332,,,1.5544,2800581
Asia (FAO),2000,3692051000,4264487,,,1.5547,2742959
Asia (FAO),2001,3736854000,3763977,,,1.5123999,2488809
Asia (FAO),2002,3781545000,4030881,,,1.5900999,2534996
Asia (FAO),2003,3826094000,3712706,,,1.5314,2424383
Asia (FAO),2004,3870370000,3909239,,,1.6310999,2396650
Asia (FAO),2005,3914307000,4191925,,,1.6877999,2483661
Asia (FAO),2006,3957869000,4179685,,,1.7427,2398379
Asia (FAO),2007,4001132000,3742267,,,1.6817,2225263
Asia (FAO),2008,4044282000,4210484,,,1.7817999,2363072
Asia (FAO),2009,4087559000,4621952,,,1.8895999,2445994
Asia (FAO),2010,4191841000,4622652,,,1.8798,2459058
Asia (FAO),2011,4236498000,4964351,,,1.8874999,2630152
Asia (FAO),2012,4280853500,5270979,,,1.8867999,2793552
Asia (FAO),2013,4324836000,5199346,,,1.8399999,2825760
Asia (FAO),2014,4369927000,4734090,,,1.8584,2547430
Asia (FAO),2015,4413211000,4386108,,,1.9253,2278107
Asia (FAO),2016,4455869000,4211922,,,1.9453,2165172
Asia (FAO),2017,4497855000,4054084,,,1.8996999,2134089
Asia (FAO),2018,4539045000,3949994,,,1.9275999,2049203
Asia (FAO),2019,4579325400,4335627,,,1.959,2213232
Asia (FAO),2020,,3865185,,,1.943,1989292
Australia,1961,10505940,15035,0.001431095,1.4310952,1.2717999,11822
Australia,1962,10711943,11368,0.001061245,1.0612453,1.0548999,10776
Australia,1963,10917377,13669,0.001252041,1.2520406,1.1496,11890
Australia,1964,11131608,17290,0.001553235,1.5532348,1.472,11746
Australia,1965,11359442,12643,0.001112995,1.1129949,1.1875,10647
Australia,1966,11592675,13776,0.001188337,1.1883366,1.4496,9503
Australia,1967,11809114,14049,0.001189674,1.1896744,1.551,9058
Australia,1968,12027268,12446,0.001034815,1.0348152,1.339,9295
Australia,1969,12268351,17155,0.001398313,1.3983134,1.6453999,10426
Australia,1970,12595038,18931,0.001503052,1.5030522,1.7521,10805
Australia,1971,12993837,18830,0.001449149,1.4491485,1.7297,10886
Australia,1972,13300319,16014,0.001204031,1.2040313,1.6085999,9955
Australia,1973,13513318,16963,0.00125528,1.2552801,1.767,9600
Australia,1974,13713392,16375,0.001194088,1.1940883,1.7649,9278
Australia,1975,13886865,15462,0.001113426,1.1134263,1.6718999,9248
Australia,1976,14038078,14928,0.001063393,1.0633934,1.6226,9200
Australia,1977,14193365,16120,0.001135742,1.135742,1.7141999,9404
Australia,1978,14355814,15055,0.001048704,1.048704,1.7641,8534
Australia,1979,14520529,15004,0.001033296,1.0332956,1.8604,8065
Australia,1980,14706329,15095,0.001026429,1.0264288,2.0056999,7526
Australia,1981,14930055,14546,0.000974276,0.9742764,2.0449998,7113
Australia,1982,15168446,13265,0.000874513,0.87451277,1.9964999,6644
Australia,1983,15383079,13400,0.000871087,0.871087,2.0093,6669
Australia,1984,15579478,14428,0.00092609,0.92609006,2.2182999,6504
Australia,1985,15785685,12475,0.000790273,0.79027296,2.3007998,5422
Australia,1986,16012299,10683,0.000667175,0.66717464,2.2969,4651
Australia,1987,16259251,12160,0.000747882,0.74788195,2.3909,5086
Australia,1988,16525901,12725,0.000770003,0.7700034,2.4966,5097
Australia,1989,16796586,11397,0.000678531,0.6785307,2.4879,4581
Australia,1990,17048002,12299,0.000721434,0.7214335,2.4292,5063
Australia,1991,17271092,12614,0.000730353,0.73035335,2.5732,4902
Australia,1992,17462500,11496,0.000658325,0.658325,2.4345999,4722
Australia,1993,17631514,11321,0.000642089,0.64208894,2.527,4480
Australia,1994,17805506,8358,0.000469405,0.46940535,2.774,3013
Australia,1995,18003002,6777,0.000376437,0.3764372,2.3360999,2901
Australia,1996,18211850,8554,0.000469694,0.46969418,2.7954,3060
Australia,1997,18410254,8648,0.000469738,0.4697382,2.7024999,3200
Australia,1998,18601666,8460,0.000454798,0.45479796,2.9171999,2900
Australia,1999,18800892,7050,0.000374982,0.37498222,2.5179,2800
Australia,2000,19017968,7762,0.00040814,0.40814033,2.437,3185
Australia,2001,19248146,9000,0.000467578,0.4675775,3,3000
Australia,2002,19475842,9000,0.000462111,0.46211097,3,3000
Australia,2003,19699004,6461,0.000327986,0.3279861,2.8018,2306
Australia,2004,19925060,3782,0.000189811,0.18981122,2.4622,1536
Australia,2005,20171732,3605,0.000178715,0.17871545,2.5441,1417
Australia,2006,20467032,4000,0.000195436,0.19543625,2.7586,1450
Australia,2007,20830832,3983,0.000191207,0.19120696,2.7468998,1450
Australia,2008,21247876,3923,0.00018463,0.18463022,2.7205,1442
Australia,2009,21660898,3651,0.000168553,0.16855256,2.7124999,1346
Australia,2010,22019166,3402,0.000154502,0.15450176,2.7173,1252
Australia,2011,22357032,3164,0.000141521,0.14152146,2.7229,1162
Australia,2012,22729272,2927,0.000128777,0.12877668,2.7303998,1072
Australia,2013,23111788,2689,0.000116348,0.11634755,2.7354999,983
Australia,2014,23469578,2505,0.000106734,0.10673392,2.7989,895
Australia,2015,23820240,2596,0.000108983,0.108982946,3.0256,858
Australia,2016,24195706,2568,0.000106135,0.10613453,2.7436,936
Australia,2017,24590336,2556,0.000103943,0.103943275,2.8495,897
Australia,2018,24979228,2573,0.000103006,0.10300559,2.8685,897
Australia,2019,25357168,2566,0.000101194,0.101194266,2.8198,910
Australia,2020,25670052,2565,9.99219E-05,0.09992188,2.8467999,901
Austria,1961,7085440,608,8.58098E-05,0.08580977,1.9059999,319
Austria,1962,7128972,452,6.34033E-05,0.06340325,1.7519,258
Austria,1963,7174878,657,9.15695E-05,0.0915695,1.997,329
Austria,1964,7222897,766,0.000106052,0.10605163,2.0427,375
Austria,1965,7269892,596,8.1982E-05,0.08198196,1.5561,383
Austria,1966,7320920,595,8.12739E-05,0.08127394,1.7197,346
Austria,1967,7375632,544,7.37564E-05,0.07375639,2.0375,267
Austria,1968,7413813,632,8.52463E-05,0.08524628,2.1137,299
Austria,1969,7439324,677,9.10029E-05,0.09100289,2.2718,298
Austria,1970,7465310,596,7.98359E-05,0.07983593,2.1439,278
Austria,1971,7498548,630,8.40163E-05,0.08401627,2.3162,272
Austria,1972,7542083,370,4.90581E-05,0.049058064,1.2846999,288
Austria,1973,7584024,591,7.7927E-05,0.07792697,2.5042,236
Austria,1974,7597028,561,7.38447E-05,0.07384467,2.2351,251
Austria,1975,7576929,412,5.43756E-05,0.054375592,1.6414,251
Austria,1976,7563509,587,7.76095E-05,0.07760948,2.4873,236
Austria,1977,7566357,585,7.73159E-05,0.07731594,2.5,234
Austria,1978,7560248,380,5.02629E-05,0.0502629,1.4394,264
Austria,1979,7547482,337,4.46507E-05,0.044650653,1.3061999,258
Austria,1980,7547564,431,5.71045E-05,0.057104517,1.6704999,258
Austria,1981,7566318,437,5.7756E-05,0.057755966,1.9082999,229
Austria,1982,7571291,421,5.56048E-05,0.055604785,1.7542,240
Austria,1983,7559110,465,6.15152E-05,0.06151518,1.875,248
Austria,1984,7558564,486,6.42979E-05,0.06429793,1.8202,267
Austria,1985,7562114,451,5.96394E-05,0.05963941,1.7279999,261
Austria,1986,7567247,461,6.09204E-05,0.060920436,1.7529,263
Austria,1987,7572379,417,5.50686E-05,0.055068558,1.5795,264
Austria,1988,7583766,458,6.03922E-05,0.060392158,1.7682999,259
Austria,1989,7619393,404,5.30226E-05,0.053022595,1.5781,256
Austria,1990,7678732,418,5.44361E-05,0.05443607,1.7787,235
Austria,1991,7755640,320,4.12603E-05,0.041260297,1.4814999,216
Austria,1992,7840816,320,4.08121E-05,0.04081208,1.6327,196
Austria,1993,7905280,393,4.97136E-05,0.04971361,2.0154,195
Austria,1994,7935366,353,4.44844E-05,0.0444844,1.8578999,190
Austria,1995,7947293,263,3.3093E-05,0.03309303,1.7890999,147
Austria,1996,7958043,189,2.37496E-05,0.023749557,1.9090999,99
Austria,1997,7967086,227,2.84922E-05,0.028492224,2.2928998,99
Austria,1998,7975856,234,2.93385E-05,0.029338544,2.2941,102
Austria,1999,7991382,227,2.84056E-05,0.0284056,2.0636,110
Austria,2000,8010425,322,4.01976E-05,0.040197618,2.9009,111
Austria,2001,8039633,284,3.5325E-05,0.035324996,2.4696,115
Austria,2002,8078994,328,4.05991E-05,0.040599116,2.8522,115
Austria,2003,8120105,332,4.08862E-05,0.04088617,2.8621,116
Austria,2004,8171215,234,2.86371E-05,0.028637112,2.34,100
Austria,2005,8227034,247,3.0023E-05,0.030022971,2.5204,98
Austria,2006,8267771,304,3.67693E-05,0.03676928,1.551,196
Austria,2007,8294720,400,4.82234E-05,0.048223446,2.1053,190
Austria,2008,8321134,0,0,0,,0
Austria,2009,8342939,113,1.35444E-05,0.013544388,2.1320999,53
Austria,2010,8362829,0,0,0,,0
Austria,2011,8391201,135,1.60883E-05,0.016088281,2.0149,67
Austria,2012,8429641,167,1.9811E-05,0.019811045,2.0119998,83
Austria,2013,8479542,162,1.91048E-05,0.019104806,1.9756,82
Austria,2014,8546066,138,1.61478E-05,0.01614778,1.7468,79
Austria,2015,8642422,121,1.40007E-05,0.014000705,1.7041999,71
Austria,2016,8736491,116,1.32776E-05,0.013277642,1.7313,67
Austria,2017,8797497,108,1.22762E-05,0.012276219,1.7142999,63
Azerbaijan,1992,7643343,52300,0.006842556,6.8425555,3.2347999,16168
Azerbaijan,1993,7740112,44900,0.00580095,5.80095,2.8195,15925
Azerbaijan,1994,7821889,20800,0.002659204,2.6592042,1.9623,10600
Azerbaijan,1995,7889335,11713,0.001484663,1.4846625,1.4652,7994
Azerbaijan,1996,7949107,11188,0.001407454,1.4074537,1.4064,7955
Azerbaijan,1997,8000068,15087,0.001885859,1.885859,1.9085,7905
Azerbaijan,1998,8041100,14638,0.001820398,1.8203977,1.7761999,8241
Azerbaijan,1999,8101447,8626,0.001064748,1.064748,1.9389,4449
Azerbaijan,2000,8190341,17258,0.002107116,2.1071162,2.1106,8177
Azerbaijan,2001,8282030,12738,0.001538029,1.5380287,2.0258,6288
Azerbaijan,2002,8372128,3273,0.00039094,0.39094003,2.0939999,1563
Azerbaijan,2003,8462335,4685,0.00055363,0.5536297,2.2363,2095
Azerbaijan,2004,8556168,6518,0.00076179,0.7617896,2.4606,2649
Azerbaijan,2005,8656243,7135,0.000824261,0.8242606,2.5665,2780
Azerbaijan,2006,8763353,4845,0.000552871,0.55287057,2.6317,1841
Azerbaijan,2007,8878408,2914,0.000328212,0.328212,2.2484999,1296
Azerbaijan,2008,8999697,2485,0.00027612,0.2761204,2.3311,1066
Azerbaijan,2009,9119630,2609,0.000286086,0.28608617,2.1742,1200
Azerbaijan,2010,9237203,3243,0.00035108,0.3510803,2.4004,1351
Azerbaijan,2011,9359018,3587,0.000383267,0.3832667,2.4926999,1439
Azerbaijan,2012,9485577,4278,0.000451001,0.4510005,2.7924,1532
Azerbaijan,2013,9614478,3452,0.000359042,0.35904185,2.8411999,1215
Azerbaijan,2014,9741879,2858,0.000293373,0.29337255,2.5771,1109
Azerbaijan,2015,9863485,3466,0.000351397,0.3513971,2.5448,1362
Azerbaijan,2016,9976254,3585,0.000359353,0.35935332,1.5196999,2359
Azerbaijan,2017,10071569,5316,0.000527822,0.5278224,1.655,3212
Azerbaijan,2018,10152524,6317,0.00062221,0.6222098,1.8998,3325
Azerbaijan,2019,10232761,6039,0.000590163,0.5901633,1.9268999,3134
Azerbaijan,2020,10284952,6949,0.000675647,0.6756473,2.2101998,3144
Bangladesh,1961,51882776,25900,0.000499202,0.4992023,0.6271,41300
Bangladesh,1962,53461664,31800,0.000594819,0.59481873,0.7277,43700
Bangladesh,1963,55094120,29100,0.000528187,0.528187,0.7046,41300
Bangladesh,1964,56774476,28200,0.000496702,0.4967021,0.6895,40900
Bangladesh,1965,58500156,27200,0.000464956,0.464956,0.6523,41700
Bangladesh,1966,60265264,27300,0.000452997,0.45299728,0.61899996,44100
