Entity,Code,Year,Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Income classifications (World Bank (2017)),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Year
Bangladesh,BGD,2011,85130,Low income,105712,2019
Bangladesh,BGD,2012,81879,Low income,105712,2019
Bangladesh,BGD,2013,83178,Low income,105712,2019
Bangladesh,BGD,2014,87284,Lower-middle income,105712,2019
Bangladesh,BGD,2015,88215,Lower-middle income,105712,2019
Bangladesh,BGD,2016,91417,Lower-middle income,105712,2019
Bangladesh,BGD,2017,98534,,105712,2019
Bangladesh,BGD,2018,102094,,105712,2019
Bangladesh,BGD,2019,105712,,105712,2019
Bangladesh,BGD,1987,,Low income,105712,2019
Bangladesh,BGD,1988,,Low income,105712,2019
Bangladesh,BGD,1989,,Low income,105712,2019
Barbados,BRB,1990,135,Upper-middle income,157,2019
Barbados,BRB,1991,133,Upper-middle income,157,2019
Barbados,BRB,1992,136,Upper-middle income,157,2019
Barbados,BRB,1993,137,Upper-middle income,157,2019
Barbados,BRB,1994,139,Upper-middle income,157,2019
Barbados,BRB,1995,137,Upper-middle income,157,2019
Barbados,BRB,1996,136,Upper-middle income,157,2019
Barbados,BRB,1997,136,Upper-middle income,157,2019
Barbados,BRB,1998,131,Upper-middle income,157,2019
Barbados,BRB,1999,123,Upper-middle income,157,2019
Barbados,BRB,2000,122,High income,157,2019
Barbados,BRB,2001,119,Upper-middle income,157,2019
Barbados,BRB,2002,125,High income,157,2019
Barbados,BRB,2003,131,Upper-middle income,157,2019
Barbados,BRB,2004,133,Upper-middle income,157,2019
Barbados,BRB,2005,130,Upper-middle income,157,2019
Barbados,BRB,2006,132,High income,157,2019
Barbados,BRB,2007,132,High income,157,2019
Barbados,BRB,2008,131,High income,157,2019
Barbados,BRB,2009,125,High income,157,2019
Barbados,BRB,2010,126,High income,157,2019
Barbados,BRB,2011,127,High income,157,2019
Barbados,BRB,2012,129,High income,157,2019
Barbados,BRB,2013,131,High income,157,2019
Barbados,BRB,2014,134,High income,157,2019
Barbados,BRB,2015,137,High income,157,2019
Barbados,BRB,2016,139,High income,157,2019
Barbados,BRB,2017,142,,157,2019
Barbados,BRB,2018,147,,157,2019
Barbados,BRB,2019,157,,157,2019
Barbados,BRB,1987,,Upper-middle income,157,2019
Barbados,BRB,1988,,Upper-middle income,157,2019
Barbados,BRB,1989,,High income,157,2019
Belarus,BLR,1990,20601,Upper-middle income,20509,2019
Belarus,BLR,1991,21564,Upper-middle income,20509,2019
Belarus,BLR,1992,22490,Upper-middle income,20509,2019
Belarus,BLR,1993,24920,Upper-middle income,20509,2019
Belarus,BLR,1994,25213,Lower-middle income,20509,2019
Belarus,BLR,1995,26260,Lower-middle income,20509,2019
Belarus,BLR,1996,26113,Lower-middle income,20509,2019
Belarus,BLR,1997,26459,Lower-middle income,20509,2019
Belarus,BLR,1998,26939,Lower-middle income,20509,2019
Belarus,BLR,1999,27471,Lower-middle income,20509,2019
Belarus,BLR,2000,25883,Lower-middle income,20509,2019
Belarus,BLR,2001,27153,Lower-middle income,20509,2019
Belarus,BLR,2002,28272,Lower-middle income,20509,2019
Belarus,BLR,2003,27252,Lower-middle income,20509,2019
Belarus,BLR,2004,26414,Lower-middle income,20509,2019
Belarus,BLR,2005,26824,Lower-middle income,20509,2019
Belarus,BLR,2006,25558,Lower-middle income,20509,2019
Belarus,BLR,2007,23947,Upper-middle income,20509,2019
Belarus,BLR,2008,23936,Upper-middle income,20509,2019
Belarus,BLR,2009,23829,Upper-middle income,20509,2019
Belarus,BLR,2010,24210,Upper-middle income,20509,2019
Belarus,BLR,2011,24397,Upper-middle income,20509,2019
Belarus,BLR,2012,21450,Upper-middle income,20509,2019
Belarus,BLR,2013,20879,Upper-middle income,20509,2019
Belarus,BLR,2014,20565,Upper-middle income,20509,2019
Belarus,BLR,2015,20137,Upper-middle income,20509,2019
Belarus,BLR,2016,20064,Upper-middle income,20509,2019
Belarus,BLR,2017,20423,,20509,2019
Belarus,BLR,2018,20236,,20509,2019
Belarus,BLR,2019,20509,,20509,2019
Belarus,BLR,1987,,Not categorized,20509,2019
Belarus,BLR,1988,,Not categorized,20509,2019
Belarus,BLR,1989,,Not categorized,20509,2019
Belgium,BEL,1990,23940,High income,19616,2019
Belgium,BEL,1991,23751,High income,19616,2019
Belgium,BEL,1992,23721,High income,19616,2019
Belgium,BEL,1993,23798,High income,19616,2019
Belgium,BEL,1994,23534,High income,19616,2019
Belgium,BEL,1995,23584,High income,19616,2019
Belgium,BEL,1996,23337,High income,19616,2019
Belgium,BEL,1997,23121,High income,19616,2019
Belgium,BEL,1998,22978,High income,19616,2019
Belgium,BEL,1999,22784,High income,19616,2019
Belgium,BEL,2000,22486,High income,19616,2019
Belgium,BEL,2001,22102,High income,19616,2019
Belgium,BEL,2002,22025,High income,19616,2019
Belgium,BEL,2003,21670,High income,19616,2019
Belgium,BEL,2004,21021,High income,19616,2019
Belgium,BEL,2005,20713,High income,19616,2019
Belgium,BEL,2006,20122,High income,19616,2019
Belgium,BEL,2007,19933,High income,19616,2019
Belgium,BEL,2008,19729,High income,19616,2019
Belgium,BEL,2009,19893,High income,19616,2019
Belgium,BEL,2010,19886,High income,19616,2019
Belgium,BEL,2011,19839,High income,19616,2019
Belgium,BEL,2012,20021,High income,19616,2019
Belgium,BEL,2013,19888,High income,19616,2019
Belgium,BEL,2014,19420,High income,19616,2019
Belgium,BEL,2015,19481,High income,19616,2019
Belgium,BEL,2016,19218,High income,19616,2019
Belgium,BEL,2017,19326,,19616,2019
Belgium,BEL,2018,19421,,19616,2019
Belgium,BEL,2019,19616,,19616,2019
Belgium,BEL,1987,,High income,19616,2019
Belgium,BEL,1988,,High income,19616,2019
Belgium,BEL,1989,,High income,19616,2019
Belize,BLZ,1990,56,Lower-middle income,138,2019
Belize,BLZ,1991,55,Lower-middle income,138,2019
Belize,BLZ,1992,56,Lower-middle income,138,2019
Belize,BLZ,1993,58,Lower-middle income,138,2019
Belize,BLZ,1994,61,Lower-middle income,138,2019
Belize,BLZ,1995,64,Lower-middle income,138,2019
Belize,BLZ,1996,69,Lower-middle income,138,2019
Belize,BLZ,1997,77,Lower-middle income,138,2019
Belize,BLZ,1998,85,Lower-middle income,138,2019
Belize,BLZ,1999,91,Lower-middle income,138,2019
Belize,BLZ,2000,93,Lower-middle income,138,2019
Belize,BLZ,2001,85,Lower-middle income,138,2019
Belize,BLZ,2002,80,Upper-middle income,138,2019
Belize,BLZ,2003,80,Upper-middle income,138,2019
Belize,BLZ,2004,81,Upper-middle income,138,2019
Belize,BLZ,2005,81,Upper-middle income,138,2019
Belize,BLZ,2006,82,Upper-middle income,138,2019
Belize,BLZ,2007,83,Upper-middle income,138,2019
Belize,BLZ,2008,83,Lower-middle income,138,2019
Belize,BLZ,2009,86,Lower-middle income,138,2019
Belize,BLZ,2010,90,Lower-middle income,138,2019
Belize,BLZ,2011,92,Lower-middle income,138,2019
Belize,BLZ,2012,94,Upper-middle income,138,2019
Belize,BLZ,2013,99,Upper-middle income,138,2019
Belize,BLZ,2014,106,Upper-middle income,138,2019
Belize,BLZ,2015,113,Upper-middle income,138,2019
Belize,BLZ,2016,118,Upper-middle income,138,2019
Belize,BLZ,2017,123,,138,2019
Belize,BLZ,2018,132,,138,2019
Belize,BLZ,2019,138,,138,2019
Belize,BLZ,1987,,Lower-middle income,138,2019
Belize,BLZ,1988,,Lower-middle income,138,2019
Belize,BLZ,1989,,Lower-middle income,138,2019
Benin,BEN,1990,1516,Low income,1938,2019
Benin,BEN,1991,1528,Low income,1938,2019
Benin,BEN,1992,1529,Low income,1938,2019
Benin,BEN,1993,1529,Low income,1938,2019
Benin,BEN,1994,1544,Low income,1938,2019
Benin,BEN,1995,1553,Low income,1938,2019
Benin,BEN,1996,1571,Low income,1938,2019
Benin,BEN,1997,1564,Low income,1938,2019
Benin,BEN,1998,1569,Low income,1938,2019
Benin,BEN,1999,1571,Low income,1938,2019
Benin,BEN,2000,1586,Low income,1938,2019
Benin,BEN,2001,1588,Low income,1938,2019
Benin,BEN,2002,1604,Low income,1938,2019
Benin,BEN,2003,1609,Low income,1938,2019
Benin,BEN,2004,1610,Low income,1938,2019
Benin,BEN,2005,1608,Low income,1938,2019
Benin,BEN,2006,1629,Low income,1938,2019
Benin,BEN,2007,1642,Low income,1938,2019
Benin,BEN,2008,1690,Low income,1938,2019
Benin,BEN,2009,1744,Low income,1938,2019
Benin,BEN,2010,1785,Low income,1938,2019
Benin,BEN,2011,1831,Low income,1938,2019
Benin,BEN,2012,1862,Low income,1938,2019
Benin,BEN,2013,1895,Low income,1938,2019
Benin,BEN,2014,1912,Low income,1938,2019
Benin,BEN,2015,1931,Low income,1938,2019
Benin,BEN,2016,1935,Low income,1938,2019
Benin,BEN,2017,1946,,1938,2019
Benin,BEN,2018,1933,,1938,2019
Benin,BEN,2019,1938,,1938,2019
Benin,BEN,1987,,Low income,1938,2019
Benin,BEN,1988,,Low income,1938,2019
Benin,BEN,1989,,Low income,1938,2019
Bermuda,BMU,1990,58,High income,61,2019
Bermuda,BMU,1991,56,High income,61,2019
Bermuda,BMU,1992,54,High income,61,2019
Bermuda,BMU,1993,54,High income,61,2019
Bermuda,BMU,1994,53,High income,61,2019
Bermuda,BMU,1995,51,High income,61,2019
Bermuda,BMU,1996,52,High income,61,2019
Bermuda,BMU,1997,50,High income,61,2019
Bermuda,BMU,1998,49,High income,61,2019
Bermuda,BMU,1999,49,High income,61,2019
Bermuda,BMU,2000,49,High income,61,2019
Bermuda,BMU,2001,48,High income,61,2019
Bermuda,BMU,2002,48,High income,61,2019
Bermuda,BMU,2003,48,High income,61,2019
Bermuda,BMU,2004,48,High income,61,2019
Bermuda,BMU,2005,48,High income,61,2019
Bermuda,BMU,2006,49,High income,61,2019
Bermuda,BMU,2007,50,High income,61,2019
Bermuda,BMU,2008,50,High income,61,2019
Bermuda,BMU,2009,51,High income,61,2019
Bermuda,BMU,2010,51,High income,61,2019
Bermuda,BMU,2011,52,High income,61,2019
Bermuda,BMU,2012,53,High income,61,2019
Bermuda,BMU,2013,55,High income,61,2019
Bermuda,BMU,2014,56,High income,61,2019
Bermuda,BMU,2015,57,High income,61,2019
Bermuda,BMU,2016,58,High income,61,2019
Bermuda,BMU,2017,59,,61,2019
Bermuda,BMU,2018,60,,61,2019
Bermuda,BMU,2019,61,,61,2019
Bermuda,BMU,1987,,High income,61,2019
Bermuda,BMU,1988,,High income,61,2019
Bermuda,BMU,1989,,High income,61,2019
Bhutan,BTN,1990,209,Low income,332,2019
Bhutan,BTN,1991,212,Low income,332,2019
Bhutan,BTN,1992,216,Low income,332,2019
Bhutan,BTN,1993,219,Low income,332,2019
Bhutan,BTN,1994,223,Low income,332,2019
Bhutan,BTN,1995,226,Low income,332,2019
Bhutan,BTN,1996,226,Low income,332,2019
Bhutan,BTN,1997,232,Low income,332,2019
Bhutan,BTN,1998,236,Low income,332,2019
Bhutan,BTN,1999,237,Low income,332,2019
Bhutan,BTN,2000,245,Low income,332,2019
Bhutan,BTN,2001,249,Low income,332,2019
Bhutan,BTN,2002,252,Low income,332,2019
Bhutan,BTN,2003,258,Low income,332,2019
Bhutan,BTN,2004,262,Low income,332,2019
Bhutan,BTN,2005,266,Low income,332,2019
Bhutan,BTN,2006,271,Lower-middle income,332,2019
Bhutan,BTN,2007,276,Lower-middle income,332,2019
Bhutan,BTN,2008,280,Lower-middle income,332,2019
Bhutan,BTN,2009,286,Lower-middle income,332,2019
Bhutan,BTN,2010,290,Lower-middle income,332,2019
Bhutan,BTN,2011,294,Lower-middle income,332,2019
Bhutan,BTN,2012,298,Lower-middle income,332,2019
Bhutan,BTN,2013,301,Lower-middle income,332,2019
Bhutan,BTN,2014,305,Lower-middle income,332,2019
Bhutan,BTN,2015,310,Lower-middle income,332,2019
Bhutan,BTN,2016,315,Lower-middle income,332,2019
Bhutan,BTN,2017,320,,332,2019
Bhutan,BTN,2018,326,,332,2019
Bhutan,BTN,2019,332,,332,2019
Bhutan,BTN,1987,,Low income,332,2019
Bhutan,BTN,1988,,Low income,332,2019
Bhutan,BTN,1989,,Low income,332,2019
Bolivia,BOL,1990,2979,Lower-middle income,3529,2019
Bolivia,BOL,1991,2916,Lower-middle income,3529,2019
Bolivia,BOL,1992,2846,Lower-middle income,3529,2019
Bolivia,BOL,1993,2806,Lower-middle income,3529,2019
Bolivia,BOL,1994,2733,Lower-middle income,3529,2019
Bolivia,BOL,1995,2717,Lower-middle income,3529,2019
Bolivia,BOL,1996,2669,Lower-middle income,3529,2019
Bolivia,BOL,1997,2678,Lower-middle income,3529,2019
Bolivia,BOL,1998,2666,Lower-middle income,3529,2019
Bolivia,BOL,1999,2659,Lower-middle income,3529,2019
Bolivia,BOL,2000,2637,Lower-middle income,3529,2019
Bolivia,BOL,2001,2607,Lower-middle income,3529,2019
Bolivia,BOL,2002,2584,Lower-middle income,3529,2019
Bolivia,BOL,2003,2573,Lower-middle income,3529,2019
Bolivia,BOL,2004,2550,Lower-middle income,3529,2019
Bolivia,BOL,2005,2551,Lower-middle income,3529,2019
Bolivia,BOL,2006,2570,Lower-middle income,3529,2019
Bolivia,BOL,2007,2589,Lower-middle income,3529,2019
Bolivia,BOL,2008,2626,Lower-middle income,3529,2019
Bolivia,BOL,2009,2672,Lower-middle income,3529,2019
Bolivia,BOL,2010,2727,Lower-middle income,3529,2019
Bolivia,BOL,2011,2803,Lower-middle income,3529,2019
Bolivia,BOL,2012,2877,Lower-middle income,3529,2019
Bolivia,BOL,2013,2955,Lower-middle income,3529,2019
Bolivia,BOL,2014,3036,Lower-middle income,3529,2019
Bolivia,BOL,2015,3114,Lower-middle income,3529,2019
Bolivia,BOL,2016,3203,Lower-middle income,3529,2019
Bolivia,BOL,2017,3301,,3529,2019
Bolivia,BOL,2018,3418,,3529,2019
Bolivia,BOL,2019,3529,,3529,2019
Bolivia,BOL,1987,,Lower-middle income,3529,2019
Bolivia,BOL,1988,,Lower-middle income,3529,2019
Bolivia,BOL,1989,,Lower-middle income,3529,2019
Bosnia and Herzegovina,BIH,1990,6205,Not categorized,8700,2019
Bosnia and Herzegovina,BIH,1991,6880,Not categorized,8700,2019
Bosnia and Herzegovina,BIH,1992,6946,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,1993,7152,Low income,8700,2019
Bosnia and Herzegovina,BIH,1994,7252,Low income,8700,2019
Bosnia and Herzegovina,BIH,1995,7310,Low income,8700,2019
Bosnia and Herzegovina,BIH,1996,7254,Low income,8700,2019
Bosnia and Herzegovina,BIH,1997,7184,Low income,8700,2019
Bosnia and Herzegovina,BIH,1998,6887,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,1999,6936,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,2000,7160,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,2001,7358,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,2002,7564,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,2003,7649,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,2004,7625,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,2005,7990,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,2006,7878,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,2007,8342,Lower-middle income,8700,2019
Bosnia and Herzegovina,BIH,2008,7981,Upper-middle income,8700,2019
Bosnia and Herzegovina,BIH,2009,8092,Upper-middle income,8700,2019
Bosnia and Herzegovina,BIH,2010,8122,Upper-middle income,8700,2019
Bosnia and Herzegovina,BIH,2011,8230,Upper-middle income,8700,2019
Bosnia and Herzegovina,BIH,2012,8197,Upper-middle income,8700,2019
Bosnia and Herzegovina,BIH,2013,8347,Upper-middle income,8700,2019
Bosnia and Herzegovina,BIH,2014,8450,Upper-middle income,8700,2019
Bosnia and Herzegovina,BIH,2015,8685,Upper-middle income,8700,2019
Bosnia and Herzegovina,BIH,2016,8588,Upper-middle income,8700,2019
Bosnia and Herzegovina,BIH,2017,8602,,8700,2019
Bosnia and Herzegovina,BIH,2018,8686,,8700,2019
Bosnia and Herzegovina,BIH,2019,8700,,8700,2019
Bosnia and Herzegovina,BIH,1987,,Not categorized,8700,2019
Bosnia and Herzegovina,BIH,1988,,Not categorized,8700,2019
Bosnia and Herzegovina,BIH,1989,,Not categorized,8700,2019
Botswana,BWA,1990,924,Lower-middle income,1588,2019
Botswana,BWA,1991,980,Upper-middle income,1588,2019
Botswana,BWA,1992,1051,Upper-middle income,1588,2019
Botswana,BWA,1993,1129,Lower-middle income,1588,2019
Botswana,BWA,1994,1227,Lower-middle income,1588,2019
Botswana,BWA,1995,1329,Lower-middle income,1588,2019
Botswana,BWA,1996,1426,Lower-middle income,1588,2019
Botswana,BWA,1997,1507,Upper-middle income,1588,2019
Botswana,BWA,1998,1580,Upper-middle income,1588,2019
Botswana,BWA,1999,1632,Upper-middle income,1588,2019
Botswana,BWA,2000,1680,Upper-middle income,1588,2019
Botswana,BWA,2001,1714,Upper-middle income,1588,2019
Botswana,BWA,2002,1729,Upper-middle income,1588,2019
Botswana,BWA,2003,1704,Upper-middle income,1588,2019
Botswana,BWA,2004,1645,Upper-middle income,1588,2019
Botswana,BWA,2005,1570,Upper-middle income,1588,2019
Botswana,BWA,2006,1529,Upper-middle income,1588,2019
Botswana,BWA,2007,1458,Upper-middle income,1588,2019
Botswana,BWA,2008,1441,Upper-middle income,1588,2019
Botswana,BWA,2009,1433,Upper-middle income,1588,2019
Botswana,BWA,2010,1439,Upper-middle income,1588,2019
Botswana,BWA,2011,1445,Upper-middle income,1588,2019
Botswana,BWA,2012,1445,Upper-middle income,1588,2019
Botswana,BWA,2013,1450,Upper-middle income,1588,2019
Botswana,BWA,2014,1458,Upper-middle income,1588,2019
Botswana,BWA,2015,1475,Upper-middle income,1588,2019
Botswana,BWA,2016,1488,Upper-middle income,1588,2019
Botswana,BWA,2017,1521,,1588,2019
Botswana,BWA,2018,1556,,1588,2019
Botswana,BWA,2019,1588,,1588,2019
Botswana,BWA,1987,,Lower-middle income,1588,2019
Botswana,BWA,1988,,Lower-middle income,1588,2019
Botswana,BWA,1989,,Lower-middle income,1588,2019
Brazil,BRA,1990,150020,Upper-middle income,170120,2019
Brazil,BRA,1991,148884,Upper-middle income,170120,2019
Brazil,BRA,1992,151624,Upper-middle income,170120,2019
Brazil,BRA,1993,157890,Upper-middle income,170120,2019
Brazil,BRA,1994,159256,Upper-middle income,170120,2019
Brazil,BRA,1995,160568,Upper-middle income,170120,2019
Brazil,BRA,1996,163217,Upper-middle income,170120,2019
Brazil,BRA,1997,162754,Upper-middle income,170120,2019
Brazil,BRA,1998,165701,Upper-middle income,170120,2019
Brazil,BRA,1999,166782,Upper-middle income,170120,2019
Brazil,BRA,2000,166827,Upper-middle income,170120,2019
Brazil,BRA,2001,167379,Upper-middle income,170120,2019
Brazil,BRA,2002,168162,Lower-middle income,170120,2019
Brazil,BRA,2003,169253,Lower-middle income,170120,2019
Brazil,BRA,2004,170151,Lower-middle income,170120,2019
Brazil,BRA,2005,166779,Lower-middle income,170120,2019
Brazil,BRA,2006,167392,Upper-middle income,170120,2019
Brazil,BRA,2007,167648,Upper-middle income,170120,2019
Brazil,BRA,2008,168314,Upper-middle income,170120,2019
Brazil,BRA,2009,169390,Upper-middle income,170120,2019
Brazil,BRA,2010,170142,Upper-middle income,170120,2019
Brazil,BRA,2011,170576,Upper-middle income,170120,2019
Brazil,BRA,2012,168828,Upper-middle income,170120,2019
Brazil,BRA,2013,168754,Upper-middle income,170120,2019
Brazil,BRA,2014,167745,Upper-middle income,170120,2019
Brazil,BRA,2015,168590,Upper-middle income,170120,2019
Brazil,BRA,2016,171728,Upper-middle income,170120,2019
Brazil,BRA,2017,168905,,170120,2019
Brazil,BRA,2018,168852,,170120,2019
Brazil,BRA,2019,170120,,170120,2019
Brazil,BRA,1987,,Upper-middle income,170120,2019
Brazil,BRA,1988,,Lower-middle income,170120,2019
Brazil,BRA,1989,,Upper-middle income,170120,2019
British Virgin Islands,VGB,1987,,Not categorized,,
British Virgin Islands,VGB,1988,,Not categorized,,
British Virgin Islands,VGB,1989,,Not categorized,,
British Virgin Islands,VGB,1990,,Not categorized,,
British Virgin Islands,VGB,1991,,Not categorized,,
British Virgin Islands,VGB,1992,,Not categorized,,
British Virgin Islands,VGB,1993,,Not categorized,,
British Virgin Islands,VGB,1994,,Not categorized,,
British Virgin Islands,VGB,1995,,Not categorized,,
British Virgin Islands,VGB,1996,,Not categorized,,
British Virgin Islands,VGB,1997,,Not categorized,,
British Virgin Islands,VGB,1998,,Not categorized,,
British Virgin Islands,VGB,1999,,Not categorized,,
British Virgin Islands,VGB,2000,,Not categorized,,
British Virgin Islands,VGB,2001,,Not categorized,,
British Virgin Islands,VGB,2002,,Not categorized,,
British Virgin Islands,VGB,2003,,Not categorized,,
British Virgin Islands,VGB,2004,,Not categorized,,
British Virgin Islands,VGB,2005,,Not categorized,,
British Virgin Islands,VGB,2006,,Not categorized,,
British Virgin Islands,VGB,2007,,Not categorized,,
British Virgin Islands,VGB,2008,,Not categorized,,
British Virgin Islands,VGB,2009,,Not categorized,,
British Virgin Islands,VGB,2010,,Not categorized,,
British Virgin Islands,VGB,2011,,Not categorized,,
British Virgin Islands,VGB,2012,,Not categorized,,
British Virgin Islands,VGB,2013,,Not categorized,,
British Virgin Islands,VGB,2014,,Not categorized,,
British Virgin Islands,VGB,2015,,High income,,
